YEAR,WHYMOVE,MIGSTA1
2018,Foreclosure or eviction,Montana
2018,New job or job transfer,Utah
2018,New job or job transfer,Utah
2018,New job or job transfer,Utah
2018,New job or job transfer,Utah
2018,New job or job transfer,Utah
2018,For cheaper housing,Nevada
2018,For cheaper housing,Nevada
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Foreclosure or eviction,Washington
2018,Other family reason,Texas
2018,Other family reason,Texas
2018,Other family reason,Texas
2018,Other family reason,Texas
2018,Retired,Texas
2018,Retired,Texas
2018,Retired,Texas
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,Other family reason,Alaska
2018,Other family reason,Alaska
2018,Other family reason,Alaska
2018,Other family reason,Alaska
2018,Other family reason,Utah
2018,New job or job transfer,Montana
2018,Attend/leave college,South Dakota
2018,To establish own household,Oregon
2018,To establish own household,Oregon
2018,To establish own household,Oregon
2018,To establish own household,Oregon
2018,To establish own household,Oregon
2018,To establish own household,Oregon
2018,New job or job transfer,Washington
2018,New job or job transfer,Montana
2018,Other family reason,California
2018,Other family reason,California
2018,New job or job transfer,Idaho
2018,Other family reason,Arizona
2018,Other family reason,Nebraska
2018,Other family reason,Nebraska
2018,Other family reason,Nebraska
2018,Other family reason,Nebraska
2018,Other family reason,Nebraska
2018,Other family reason,Colorado
2018,Other family reason,Colorado
2018,Other family reason,Colorado
2018,Other family reason,Colorado
2018,New job or job transfer,Iowa
2018,New job or job transfer,Iowa
2018,Other family reason,California
2018,Health reasons,California
2018,To establish own household,Minnesota
2018,To establish own household,Minnesota
2018,For cheaper housing,Minnesota
2018,For cheaper housing,Minnesota
2018,For cheaper housing,Minnesota
2018,For cheaper housing,Minnesota
2018,To establish own household,Minnesota
2018,To establish own household,Minnesota
2018,For cheaper housing,Minnesota
2018,For cheaper housing,Minnesota
2018,Change in marital status,Oklahoma
2018,Change in marital status,Oklahoma
2018,Change in marital status,Oklahoma
2018,New job or job transfer,Colorado
2018,New job or job transfer,Colorado
2018,Other family reason,Colorado
2018,Other job-related reason,District of Columbia
2018,Change in marital status,District of Columbia
2018,Other family reason,Minnesota
2018,Retired,Texas
2018,Retired,Texas
2018,New job or job transfer,Idaho
2018,Attend/leave college,North Carolina
2018,New job or job transfer,Colorado
2018,To establish own household,Colorado
2018,To establish own household,Colorado
2018,To establish own household,Colorado
2018,Other family reason,New Mexico
2018,Other family reason,Montana
2018,Wanted better neighborhood,California
2018,Wanted better neighborhood,California
2018,New job or job transfer,Minnesota
2018,New job or job transfer,Minnesota
2018,Attend/leave college,North Carolina
2018,Attend/leave college,North Dakota
2018,New job or job transfer,New Mexico
2018,New job or job transfer,New Mexico
2018,New job or job transfer,New Mexico
2018,New job or job transfer,New Mexico
2018,Other job-related reason,Nebraska
2018,Other job-related reason,Nebraska
2018,Other family reason,California
2018,To establish own household,Utah
2018,To establish own household,California
2018,Health reasons,Montana
2018,New job or job transfer,Montana
2018,New job or job transfer,Wisconsin
2018,Other reasons,Colorado
2018,Other reasons,Colorado
2018,For easier commute,Kansas
2018,For easier commute,Kansas
2018,Attend/leave college,California
2018,Change of climate,Wyoming
2018,Change of climate,Wyoming
2018,Change of climate,Wyoming
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,Retired,Connecticut
2018,Retired,Connecticut
2018,New job or job transfer,Washington
2018,New job or job transfer,Washington
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,Other reasons,Wyoming
2018,Change of climate,Virginia
2018,Change of climate,Virginia
2018,New job or job transfer,Louisiana
2018,New job or job transfer,Louisiana
2018,New job or job transfer,Louisiana
2018,New job or job transfer,Louisiana
2018,Other family reason,Massachusetts
2018,Other family reason,Massachusetts
2018,Other reasons,Kansas
2018,New job or job transfer,New Jersey
2018,New job or job transfer,New Jersey
2018,New job or job transfer,New Jersey
2018,Change in marital status,Virginia
2018,"Wanted to own home, not rent",Virginia
2018,"Wanted to own home, not rent",Virginia
2018,Change of climate,New York
2018,New job or job transfer,Texas
2018,Other family reason,Oklahoma
2018,Other family reason,Oklahoma
2018,Other family reason,Oklahoma
2018,Other family reason,Mississippi
2018,Other family reason,Mississippi
2018,Other family reason,Mississippi
2018,Wanted new or better housing,Mississippi
2018,Wanted new or better housing,Mississippi
2018,Wanted new or better housing,Mississippi
2018,To look for work or lost job,Montana
2018,To look for work or lost job,Montana
2018,Wanted better neighborhood,Montana
2018,Wanted better neighborhood,Montana
2018,Wanted better neighborhood,Montana
2018,New job or job transfer,Kansas
2018,New job or job transfer,Kansas
2018,New job or job transfer,Kansas
2018,Wanted new or better housing,Texas
2018,Wanted new or better housing,Texas
2018,Other reasons,Kentucky
2018,Change of climate,Minnesota
2018,Change of climate,Minnesota
2018,Attend/leave college,Arizona
2018,Attend/leave college,Arizona
2018,New job or job transfer,Texas
2018,New job or job transfer,Texas
2018,Other family reason,California
2018,Other job-related reason,Arizona
2018,Other family reason,California
2018,Other job-related reason,Idaho
2018,Other job-related reason,Idaho
2018,New job or job transfer,Nevada
2018,Other family reason,Iowa
2018,Other family reason,Arizona
2018,Attend/leave college,Arizona
2018,New job or job transfer,Iowa
2018,New job or job transfer,Iowa
2018,New job or job transfer,Iowa
2018,New job or job transfer,Iowa
2018,New job or job transfer,Iowa
2018,Attend/leave college,California
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,For easier commute,Florida
2018,For easier commute,Florida
2018,For easier commute,Florida
2018,For easier commute,Florida
2018,New job or job transfer,Oregon
2018,Other job-related reason,New York
2018,Other job-related reason,New York
2018,For easier commute,Florida
2018,Other job-related reason,Texas
2018,Other job-related reason,Texas
2018,Attend/leave college,Texas
2018,Health reasons,Pennsylvania
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,New Mexico
2018,New job or job transfer,New Mexico
2018,New job or job transfer,New Mexico
2018,New job or job transfer,West Virginia
2018,New job or job transfer,West Virginia
2018,Change in marital status,Texas
2018,Change of climate,Colorado
2018,Change of climate,Colorado
2018,New job or job transfer,North Carolina
2018,New job or job transfer,North Carolina
2018,Health reasons,Colorado
2018,Change of climate,Colorado
2018,Change of climate,Colorado
2018,Change of climate,Colorado
2018,Change of climate,Colorado
2018,Change of climate,Colorado
2018,Change of climate,Colorado
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,New job or job transfer,Illinois
2018,New job or job transfer,Illinois
2018,New job or job transfer,Illinois
2018,New job or job transfer,Illinois
2018,New job or job transfer,Illinois
2018,Wanted new or better housing,California
2018,Wanted new or better housing,California
2018,Other reasons,California
2018,Other reasons,California
2018,Other reasons,California
2018,Other reasons,California
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,Other family reason,Montana
2018,"Wanted to own home, not rent",Montana
2018,"Wanted to own home, not rent",Montana
2018,Change of climate,Colorado
2018,"Wanted to own home, not rent",Colorado
2018,"Wanted to own home, not rent",Colorado
2018,New job or job transfer,Wisconsin
2018,Health reasons,Ohio
2018,Other family reason,Ohio
2018,Other housing reason,Oregon
2018,Other housing reason,Oregon
2018,Other housing reason,Oregon
2018,"Wanted to own home, not rent",Arizona
2018,"Wanted to own home, not rent",Arizona
2018,"Wanted to own home, not rent",Arizona
2018,New job or job transfer,Nebraska
2018,New job or job transfer,Nebraska
2018,Attend/leave college,North Carolina
2018,New job or job transfer,Arizona
2018,New job or job transfer,Arizona
2018,New job or job transfer,Arizona
2018,New job or job transfer,Arizona
2018,Attend/leave college,Illinois
2018,Attend/leave college,Illinois
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Wyoming
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,Idaho
2018,New job or job transfer,Hawaii
2018,Attend/leave college,Idaho
2018,Other family reason,Oregon
2018,Other family reason,Oregon
2018,Other family reason,Oregon
2018,Other family reason,Oregon
2018,Other reasons,Hawaii
2018,Other reasons,Hawaii
2018,Attend/leave college,Rhode Island
2018,Attend/leave college,Rhode Island
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,New job or job transfer,California
2018,New job or job transfer,Florida
2018,New job or job transfer,Florida
2018,Attend/leave college,California
2018,Other reasons,Idaho
2018,Attend/leave college,Florida
2018,Wanted new or better housing,Rhode Island
2018,Other family reason,California
2018,Other family reason,California
2018,Other family reason,California
2018,For cheaper housing,California
2018,For cheaper housing,California
2018,New job or job transfer,Virginia
2018,New job or job transfer,Virginia
2018,Health reasons,Illinois
2018,Wanted new or better housing,California
2018,Wanted new or better housing,California
2018,Other family reason,Oregon
2018,Other family reason,Oregon
2018,Other family reason,Oregon
